id	name	image	match_file	match_type
f_20090	卡尔娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20095	卡洛斯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20096	卡洛斯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20101	梅琳妲	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20102	梅琳妲	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20107	紫帝	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20108	紫帝	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20113	席尔伍德	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20114	席尔伍德	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20119	席琳娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20120	席琳娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20125	闪电之天界王	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20126	闪电之天界王	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20131	黑暗之冥神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20132	黑暗之冥神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20137	惡作剧的愛神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20138	惡作剧的愛神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20143	智慧的女戰神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20144	智慧的女戰神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20149	礁影权杖姬	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20150	礁影权杖姬	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20155	闪耀的光之王	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20156	闪耀的光之王	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20161	创世太陽神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20162	创世太陽神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20167	風暴之神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20168	風暴之神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20173	冥界判官	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20174	冥界判官	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20179	亡靈引导者	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20185	亡者的守護神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20191	火眼的貓女神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20192	火眼的貓女神	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20197	第六天魔王织田信長	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20198	第六天魔王织田信長	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20203	东照大权現德川家康	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20204	东照大权現德川家康	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20209	甲斐之虎武田信玄	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20210	甲斐之虎武田信玄	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20215	越後之龍上杉谦信	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20216	越後之龍上杉谦信	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20221	独眼龍伊达政宗	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20222	独眼龍伊达政宗	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20227	戰國第一兵真田幸村	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20228	戰國第一兵真田幸村	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20230	冰帝伊米尔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_20231	冰帝伊米尔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21005	20E之星小天使	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21011	20E之星小惡魔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21017	贞德	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21018	贞德	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21023	亞特弥	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21024	亞特弥	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21029	阿九	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21030	阿九	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21077	愛麗絲	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21078	愛麗絲	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21083	小紅帽	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21084	小紅帽	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21095	進擊之盾劳伦斯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21096	進擊之盾劳伦斯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21101	胜利之劍尼曼	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21102	胜利之劍尼曼	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21107	退魔之拳西蒙	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21108	退魔之拳西蒙	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21113	神愈之槍埃尔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21114	神愈之槍埃尔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21119	假日貓女索瑪麗	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21120	假日貓女索瑪麗	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21131	聖殿骑士sinon	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21132	聖殿骑士sinon	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21137	悠久之風的fanie	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21138	悠久之風的fanie	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21143	欺诈女巫麗奥娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21144	欺诈女巫麗奥娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21149	火炮葛琳	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21150	火炮葛琳	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21155	槍火大師蕾娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21156	槍火大師蕾娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21161	Lapierre	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21167	SKYgunner	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21173	SKYshaman	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21179	SKYassassin	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21185	SKYpriest	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21191	顽固的死亡骑兵	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21192	顽固的死亡骑兵	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21197	天槍骑士Lumineers	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21198	天槍骑士Lumineers	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21203	欺诈女巫麗奥娜EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21204	欺诈女巫麗奥娜EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21209	聖诞夜的Chalon	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21210	聖诞夜的Chalon	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21215	Myconid	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21216	Myconid	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21221	Fran	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21227	疾風劍瑪麗塔EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21228	疾風劍瑪麗塔EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21233	貓劍聖EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21234	貓劍聖EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21239	貓女三姐妹來生泪	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21240	貓女三姐妹來生泪	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21246	貓女三姐妹瞳愛	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21275	森林的守護者Kay	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21276	森林的守護者Kay	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21281	重力巨人Gravity	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21282	重力巨人Gravity	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21287	公主骑士伊尔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21288	公主骑士伊尔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21293	王家之盾埃德娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21294	王家之盾埃德娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21299	银骑士Theron	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21300	银骑士Theron	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21305	萝莉巨魔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21306	萝莉巨魔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21311	树影Lettice	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21312	树影Lettice	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21323	火龍劍士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21324	火龍劍士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21329	冰龍射手	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21330	冰龍射手	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21335	电龍戰士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21336	电龍戰士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21341	火龍劍士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21342	火龍劍士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21347	冰龍射手	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21348	冰龍射手	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21353	电龍戰士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21354	电龍戰士	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21359	雅典娜之像	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21360	雅典娜之像	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21365	真理探求者AL	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21366	真理探求者AL	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21372	实验體九号	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21389	精靈贵族羅薩	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21390	精靈贵族羅薩	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21395	泳装天使	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21396	泳装天使	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21401	特设天使	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21402	特设天使	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21413	風爪獸Sheba	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21414	風爪獸Sheba	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21419	要塞隊長Ghosn	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21420	要塞隊長Ghosn	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21431	獸人新娘	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21432	獸人新娘	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21437	SKY新娘	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21443	圖尔冈BB	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21444	圖尔冈BB	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21449	瑪麗塔BB	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21450	瑪麗塔BB	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21455	零零BB	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21456	零零BB	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21467	暗骑士Ashtar	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21468	暗骑士Ashtar	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21479	布琳希儿	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21480	布琳希儿	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21485	稻草帽的Thetis	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21486	稻草帽的Thetis	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21491	天照	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21492	天照	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21497	露娜EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21498	露娜EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21503	辉夜姫	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21504	辉夜姫	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21509	月兔卯卯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21510	月兔卯卯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21515	紅木乃伊	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21516	紅木乃伊	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21527	南瓜魔女EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21528	南瓜魔女EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21533	冥王	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21534	冥王	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21539	黑王妃	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21540	黑王妃	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21551	霜雷之心EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21552	霜雷之心EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21557	卖火柴的小女孩	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21558	卖火柴的小女孩	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21563	聖诞服装	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21564	聖诞服装	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21569	月亮女神阿提奈斯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21570	月亮女神阿提奈斯	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21575	聖诞萝莉巨魔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21576	聖诞萝莉巨魔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21593	黑耀Beatrix	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21594	黑耀Beatrix	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21599	冰雪衝锋詹姆	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21600	冰雪衝锋詹姆	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21605	冰雪之槍妮可	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21606	冰雪之槍妮可	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21611	冰雪劍迦羅娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21612	冰雪劍迦羅娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21617	冰雪之镜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21618	冰雪之镜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21623	冰雪荆棘丛	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21624	冰雪荆棘丛	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21629	聖诞女郎Piary	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21630	聖诞女郎Piary	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21635	和服Saki	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21636	和服Saki	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21641	银狼Lupus	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21642	银狼Lupus	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21647	劍聖艾拉EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21648	劍聖艾拉EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21653	狙殺大師汉娜EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21654	狙殺大師汉娜EX	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21659	情人节萝莉巨魔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21660	情人节萝莉巨魔	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21665	恋愛惡魔巧克莉	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21666	恋愛惡魔巧克莉	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21671	糖果Berry	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21672	糖果Berry	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21677	巧克力汉娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21678	巧克力汉娜	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21683	巧克力莱杰	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21684	巧克力莱杰	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21689	巧克力茱蒂	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21690	巧克力茱蒂	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21695	重装兵長Void	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21696	重装兵長Void	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21701	軍神Eris	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21702	軍神Eris	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
f_21707	百人隊長Isabella	/cards/immortalchicks_ci/JP_Richarda.jpg	JP_Richarda.jpg	image_basename
