id	name	phyle	quality	search_keyword
f_2120	喷毒巨蝠	3	5	喷毒巨蝠
f_2125	猛毒蝠王	3	4	猛毒蝠王
f_2126	猛毒蝠王	3	5	猛毒蝠王
f_2132	奇美拉	3	5	奇美拉
f_2138	成年奇美拉	3	5	成年奇美拉
f_2144	奇美拉头領	3	5	奇美拉头領
f_2150	狮鹫	3	5	狮鹫
f_2156	铁翼狮鹫	3	5	铁翼狮鹫
f_2162	狮鹫头領	3	5	狮鹫头領
f_2167	魔焰奇美拉	3	4	魔焰奇美拉
f_2168	魔焰奇美拉	3	5	魔焰奇美拉
f_2174	宝石獸	3	5	宝石獸
f_2180	金色宝石獸	3	5	金色宝石獸
f_2186	異色宝石獸	3	5	異色宝石獸
f_2192	独角獸	3	5	独角獸
f_2198	幻影独角獸	3	5	幻影独角獸
f_2204	相位独角獸	3	5	相位独角獸
f_2209	虹頂宝石獸	3	4	虹頂宝石獸
f_2210	虹頂宝石獸	3	5	虹頂宝石獸
f_2233	虎王死葬	3	4	虎王死葬
f_2257	浣熊首領卡恩	3	4	浣熊首領卡恩
f_2260	小狗比娜	3	4	小狗比娜
f_2261	小狗比娜	3	5	小狗比娜
f_2284	结晶之爪	3	4	结晶之爪
f_2308	狮王暗矛	3	4	狮王暗矛
f_2311	暴君女王佩珀	3	4	暴君女王佩珀
f_2312	暴君女王佩珀	3	5	暴君女王佩珀
f_2314	獸王愛莎	3	4	獸王愛莎
f_2317	穷奇	3	4	穷奇
f_2320	精衛·殁羽	3	4	精衛·殁羽
f_2323	墓守師父	3	4	墓守師父
f_2324	墓守師父	3	5	墓守師父
f_2327	獸神科加拉修	3	4	獸神科加拉修
f_2328	獸神科加拉修	3	5	獸神科加拉修
f_2333	感恩节火鸡	3	4	感恩节火鸡
f_2336	白泽	3	4	白泽
f_2339	年獸	3	4	年獸
f_3006	地精流氓	4	5	地精流氓
f_3012	地精土匪	4	5	地精土匪
f_3018	地精無赖	4	5	地精無赖
f_3024	地精暴徒	4	5	地精暴徒
f_3030	地精路霸	4	5	地精路霸
f_3036	地精亡命徒	4	5	地精亡命徒
f_3042	地精弓手	4	5	地精弓手
f_3048	地精偷猎者	4	5	地精偷猎者
f_3054	地精毒箭手	4	5	地精毒箭手
f_3059	突襲隊長麻脸	4	4	突襲隊長麻脸
f_3060	突襲隊長麻脸	4	5	突襲隊長麻脸
f_3066	地精靈媒	4	5	地精靈媒
f_3072	地精薩满	4	5	地精薩满
f_3078	地精先知	4	5	地精先知
f_3084	地精织網者	4	5	地精织網者
f_3090	地精猎人	4	5	地精猎人
f_3096	地精狩猎大師	4	5	地精狩猎大師
f_3101	隱士妮迪雅	4	4	隱士妮迪雅
f_3102	隱士妮迪雅	4	5	隱士妮迪雅
f_3125	疯狂的弗蘭克	4	4	疯狂的弗蘭克
f_3152	土行孫	4	4	土行孫
f_3155	小鬼凯尼	4	4	小鬼凯尼
f_3156	小鬼凯尼	4	5	小鬼凯尼
f_3161	阿蘭卡小姐	4	4	阿蘭卡小姐
f_3162	阿蘭卡小姐	4	5	阿蘭卡小姐
f_4006	巨魔蛮兵	5	5	巨魔蛮兵
f_4012	巨魔老蛮兵	5	5	巨魔老蛮兵
f_4018	巨魔蛮兵头目	5	5	巨魔蛮兵头目
f_4024	巨魔戰士	5	5	巨魔戰士
f_4030	巨魔狂戰士	5	5	巨魔狂戰士
f_4036	巨魔狂暴戰士	5	5	巨魔狂暴戰士
f_4042	巨魔力士	5	5	巨魔力士
f_4048	巨魔大力士	5	5	巨魔大力士
f_4054	巨魔怪力头目	5	5	巨魔怪力头目
f_4059	尖牙族長	5	4	尖牙族長
f_4060	尖牙族長	5	5	尖牙族長
f_4066	石巨魔	5	5	石巨魔
f_4072	晶化巨魔	5	5	晶化巨魔
f_4078	晶化狂怒者	5	5	晶化狂怒者
f_4084	血巨魔	5	5	血巨魔
f_4090	沸血巨魔	5	5	沸血巨魔
f_4096	沸血暴虐者	5	5	沸血暴虐者
f_4101	铁拳血眼	5	4	铁拳血眼
f_4102	铁拳血眼	5	5	铁拳血眼
f_4125	嚼骨者雷克	5	4	嚼骨者雷克
f_4155	刑天	5	4	刑天
f_4158	钟馗	5	4	钟馗
f_4161	金身羅汉	5	4	金身羅汉
f_7137	米迦勒之像	1	4	米迦勒之像
f_7143	荆棘丛	6	4	荆棘丛
f_7149	巨魔骨堆	5	4	巨魔骨堆
f_7155	有箱金币	4	4	有箱金币
f_7161	獸人圖腾	7	4	獸人圖腾
f_7167	黑夜之墙	2	4	黑夜之墙
f_7260	虚空守護者凡妮莎	7	4	虚空守護者凡妮莎
f_7261	虚空守護者凡妮莎	7	5	虚空守護者凡妮莎
f_7263	齐天大聖孫悟空	7	4	齐天大聖孫悟空
f_7267	三刀流	7	4	三刀流
f_7268	三刀流	7	5	三刀流
f_7291	机密守衛死爪	7	4	机密守衛死爪
f_7315	诡火卓拉	7	4	诡火卓拉
f_7318	雷电使愛麗儿	7	4	雷电使愛麗儿
f_7321	猴王六耳	7	4	猴王六耳
f_7324	食铁獸神	7	4	食铁獸神
f_7325	食铁獸神	7	5	食铁獸神
f_7327	兔子萝拉	7	4	兔子萝拉
f_7330	达尔王	7	4	达尔王
f_7331	达尔王	7	5	达尔王
f_7333	玉兔	7	4	玉兔
f_7334	玉兔	7	5	玉兔
f_7336	斗戰胜佛	7	4	斗戰胜佛
f_7339	九尾狐	7	4	九尾狐
f_7342	幻镜巫女	7	4	幻镜巫女
f_7345	雪绒萌靈	7	4	雪绒萌靈
f_7348	淨坛使者	7	4	淨坛使者
f_7351	镜像熊貓	7	4	镜像熊貓
f_7352	镜像熊貓	7	5	镜像熊貓
f_6131	劳動之星蘭蘭	7	4	劳動之星蘭蘭
f_6132	劳動之星蘭蘭	7	5	劳動之星蘭蘭
f_10011	愛國诗人但丁	2	4	愛國诗人但丁
f_10017	ChinaJoy舞娘萝拉	6	4	ChinaJoy舞娘萝拉
f_10023	羅密欧	1	4	羅密欧
f_10024	羅密欧	1	5	羅密欧
f_10047	愛心特使零零	1	4	愛心特使零零
f_10059	盛装的愛莲	6	4	盛装的愛莲
f_10065	蛇姬紅	1	4	蛇姬紅
f_10066	蛇姬紅	1	5	蛇姬紅
f_10077	火焰龍宝宝	9	4	火焰龍宝宝
f_10083	熔岩龍宝宝	9	4	熔岩龍宝宝
f_10095	南瓜先生杰克	8	4	南瓜先生杰克
f_10125	復活兔女郎貝蒂	7	4	復活兔女郎貝蒂
f_10131	熊孩子东东	8	4	熊孩子东东
f_10132	熊孩子东东	8	5	熊孩子东东
f_10137	擎天神阿特拉斯	8	4	擎天神阿特拉斯
f_10143	幽冥引路人目连	2	4	幽冥引路人目连
f_10149	冷斧吴刚	7	4	冷斧吴刚
f_10155	禅師普寂	1	4	禅師普寂
f_10161	火鸡骑士查查	4	4	火鸡骑士查查
f_10162	火鸡骑士查查	4	5	火鸡骑士查查
f_10173	聖诞雪精靈瑞絲	6	4	聖诞雪精靈瑞絲
f_10174	聖诞雪精靈瑞絲	6	5	聖诞雪精靈瑞絲
f_10179	唤魔使徒菲特	1	4	唤魔使徒菲特
f_10185	邪魔仆役	11	4	邪魔仆役
f_10191	生肖使者未羊	7	4	生肖使者未羊
f_10197	谜焰绮麗儿	9	4	谜焰绮麗儿
f_10203	萬蝠之母瑪麗	2	4	萬蝠之母瑪麗
f_10215	铁人羅伯特	8	4	铁人羅伯特
f_10216	铁人羅伯特	8	5	铁人羅伯特
f_10221	史莱姆國王阿凯	8	4	史莱姆國王阿凯
f_10227	瘟疫医生莫尔斯	8	4	瘟疫医生莫尔斯
f_10230	艾蔻	8	4	艾蔻
f_10233	生肖守護者巳蛇	1	4	生肖守護者巳蛇
f_20005	ARK戰士	8	4	ARK戰士
f_20011	ARK幻魔	8	4	ARK幻魔
f_20017	ARK工匠	8	4	ARK工匠
f_20023	ARK刺客	8	4	ARK刺客
f_20029	ARK道士	8	4	ARK道士
f_20035	ARK射手	8	4	ARK射手
f_20041	海之守護女神	8	4	海之守護女神
f_20042	海之守護女神	8	5	海之守護女神
f_20047	宇宙的覺悟者	8	4	宇宙的覺悟者
f_20048	宇宙的覺悟者	8	5	宇宙的覺悟者
f_20053	降龍之不戒尼	8	4	降龍之不戒尼
f_20054	降龍之不戒尼	8	5	降龍之不戒尼
f_20059	進擊的三公主	8	4	進擊的三公主
f_20060	進擊的三公主	8	5	進擊的三公主
f_20065	愛的连线·媒神	8	4	愛的连线·媒神
f_20066	愛的连线·媒神	8	5	愛的连线·媒神
f_20071	忠义之靈犬	8	4	忠义之靈犬
f_20072	忠义之靈犬	8	5	忠义之靈犬
f_20077	欧布莱特	8	4	欧布莱特
f_20078	欧布莱特	8	5	欧布莱特
f_20083	十文字茜	8	4	十文字茜
f_20089	卡尔娜	8	4	卡尔娜
f_20090	卡尔娜	8	5	卡尔娜
f_20095	卡洛斯	8	4	卡洛斯
f_20096	卡洛斯	8	5	卡洛斯
f_20101	梅琳妲	8	4	梅琳妲
f_20102	梅琳妲	8	5	梅琳妲
f_20107	紫帝	8	4	紫帝
f_20108	紫帝	8	5	紫帝
f_20113	席尔伍德	8	4	席尔伍德
f_20114	席尔伍德	8	5	席尔伍德
f_20119	席琳娜	8	4	席琳娜
f_20120	席琳娜	8	5	席琳娜
f_20125	闪电之天界王	8	4	闪电之天界王
f_20126	闪电之天界王	8	5	闪电之天界王
f_20131	黑暗之冥神	8	4	黑暗之冥神
f_20132	黑暗之冥神	8	5	黑暗之冥神
f_20137	惡作剧的愛神	8	4	惡作剧的愛神
f_20138	惡作剧的愛神	8	5	惡作剧的愛神
f_20143	智慧的女戰神	8	4	智慧的女戰神
f_20144	智慧的女戰神	8	5	智慧的女戰神
f_20149	礁影权杖姬	8	4	礁影权杖姬
f_20150	礁影权杖姬	8	5	礁影权杖姬
f_20155	闪耀的光之王	8	4	闪耀的光之王
f_20156	闪耀的光之王	8	5	闪耀的光之王
f_20161	创世太陽神	8	4	创世太陽神
f_20162	创世太陽神	8	5	创世太陽神
f_20167	風暴之神	8	4	風暴之神
f_20168	風暴之神	8	5	風暴之神
f_20173	冥界判官	8	4	冥界判官
f_20174	冥界判官	8	5	冥界判官
f_20179	亡靈引导者	8	4	亡靈引导者
f_20185	亡者的守護神	8	4	亡者的守護神
f_20191	火眼的貓女神	8	4	火眼的貓女神
f_20192	火眼的貓女神	8	5	火眼的貓女神
f_20197	第六天魔王织田信長	8	4	第六天魔王织田信長
f_20198	第六天魔王织田信長	8	5	第六天魔王织田信長
f_20203	东照大权現德川家康	8	4	东照大权現德川家康
f_20204	东照大权現德川家康	8	5	东照大权現德川家康
f_20209	甲斐之虎武田信玄	8	4	甲斐之虎武田信玄
f_20210	甲斐之虎武田信玄	8	5	甲斐之虎武田信玄
f_20215	越後之龍上杉谦信	8	4	越後之龍上杉谦信
f_20216	越後之龍上杉谦信	8	5	越後之龍上杉谦信
f_20221	独眼龍伊达政宗	8	4	独眼龍伊达政宗
f_20222	独眼龍伊达政宗	8	5	独眼龍伊达政宗
f_20227	戰國第一兵真田幸村	8	4	戰國第一兵真田幸村
f_20228	戰國第一兵真田幸村	8	5	戰國第一兵真田幸村
f_20230	冰帝伊米尔	8	4	冰帝伊米尔
f_20231	冰帝伊米尔	8	5	冰帝伊米尔
f_21005	20E之星小天使	8	4	20E之星小天使
f_21011	20E之星小惡魔	8	4	20E之星小惡魔
f_21017	贞德	1	4	贞德
f_21018	贞德	1	5	贞德
f_21023	亞特弥	6	4	亞特弥
f_21024	亞特弥	6	5	亞特弥
f_21029	阿九	7	4	阿九
f_21030	阿九	7	5	阿九
f_21077	愛麗絲	8	4	愛麗絲
f_21078	愛麗絲	8	5	愛麗絲
f_21083	小紅帽	8	4	小紅帽
f_21084	小紅帽	8	5	小紅帽
f_21095	進擊之盾劳伦斯	8	4	進擊之盾劳伦斯
f_21096	進擊之盾劳伦斯	8	5	進擊之盾劳伦斯
f_21101	胜利之劍尼曼	8	4	胜利之劍尼曼
f_21102	胜利之劍尼曼	8	5	胜利之劍尼曼
f_21107	退魔之拳西蒙	8	4	退魔之拳西蒙
f_21108	退魔之拳西蒙	8	5	退魔之拳西蒙
f_21113	神愈之槍埃尔	8	4	神愈之槍埃尔
f_21114	神愈之槍埃尔	8	5	神愈之槍埃尔
f_21119	假日貓女索瑪麗	7	4	假日貓女索瑪麗
f_21120	假日貓女索瑪麗	7	5	假日貓女索瑪麗
f_21131	聖殿骑士sinon	1	4	聖殿骑士sinon
f_21132	聖殿骑士sinon	1	5	聖殿骑士sinon
f_21137	悠久之風的fanie	6	4	悠久之風的fanie
f_21138	悠久之風的fanie	6	5	悠久之風的fanie
f_21143	欺诈女巫麗奥娜	8	4	欺诈女巫麗奥娜
f_21144	欺诈女巫麗奥娜	8	5	欺诈女巫麗奥娜
f_21149	火炮葛琳	8	4	火炮葛琳
f_21150	火炮葛琳	8	5	火炮葛琳
f_21155	槍火大師蕾娜	8	4	槍火大師蕾娜
f_21156	槍火大師蕾娜	8	5	槍火大師蕾娜
f_21167	SKYgunner	8	4	SKYgunner
f_21173	SKYshaman	8	4	SKYshaman
f_21179	SKYassassin	8	4	SKYassassin
f_21185	SKYpriest	8	4	SKYpriest
f_21191	顽固的死亡骑兵	2	4	顽固的死亡骑兵
f_21192	顽固的死亡骑兵	2	5	顽固的死亡骑兵
f_21197	天槍骑士Lumineers	6	4	天槍骑士Lumineers
f_21198	天槍骑士Lumineers	6	5	天槍骑士Lumineers
