id	name	sourceId	queryName	matchMode	siteName	url	outfile	status
f_1083	嗜血亲王基拉	1083	嗜血亲王基拉					no_query_match
f_1084	嗜血亲王基拉	1084	嗜血亲王基拉					no_query_match
f_1090	冰幽靈	1090	冰幽灵					no_query_match
f_1096	寒冷幽靈	1096	寒冷幽灵					no_query_match
f_1102	冷風幽靈	1102	冷风幽灵					no_query_match
f_1108	幽靈	1108	幽灵					no_query_match
f_1114	恐怖幽靈	1114	恐怖幽灵					no_query_match
f_1120	恐怖魅影	1120	恐怖魅影					no_query_match
f_1125	绝望之靈	1125	绝望之灵					no_query_match
f_1126	绝望之靈	1126	绝望之灵					no_query_match
f_1132	骷髏劍士	1132	骷髅剑士					no_query_match
f_1138	骷髏戰士	1138	骷髅战士					no_query_match
f_1144	骷髏百夫長	1144	骷髅百夫长					no_query_match
f_1150	骷髏投槍手	1150	骷髅投枪手					no_query_match
f_1156	骷髏投毒者	1156	骷髅投毒者					no_query_match
f_1162	骷髏剧毒散播者	1162	骷髅剧毒散播者					no_query_match
f_1167	咒神者费蒙德	1167	咒神者费蒙德					no_query_match
f_1168	咒神者费蒙德	1168	咒神者费蒙德					no_query_match
f_1174	骷髏劍士	1174	骷髅剑士					no_query_match
f_1180	骷髏戰士	1180	骷髅战士					no_query_match
f_1186	骷髏百夫長	1186	骷髅百夫长					no_query_match
f_1192	骷髏投槍手	1192	骷髅投枪手					no_query_match
f_1198	骷髏投毒者	1198	骷髅投毒者					no_query_match
f_1204	骷髏剧毒散播者	1204	骷髅剧毒散播者					no_query_match
f_1209	咒神者费蒙德	1209	咒神者费蒙德					no_query_match
f_1210	咒神者费蒙德	1210	咒神者费蒙德					no_query_match
f_1216	恐惧骑兵	1216	恐惧骑兵					no_query_match
f_1222	恐惧骑士	1222	恐惧骑士					no_query_match
f_1228	恐惧骑士隊長	1228	恐惧骑士队长					no_query_match
f_1234	死亡骑兵	1234	死亡骑兵					no_query_match
f_1240	死亡骑士	1240	死亡骑士					no_query_match
f_1246	死亡骑士隊長	1246	死亡骑士队长					no_query_match
f_1251	混沌領主庫彻	1251	混沌领主库彻					no_query_match
f_1252	混沌領主庫彻	1252	混沌领主库彻					no_query_match
f_1275	無盡之咒薩坦	1275	无尽之咒萨坦					no_query_match
f_1299	藏尸者亞伯	1299	藏尸者亚伯					no_query_match
f_1302	缚根亡魂	1302	缚根亡魂					no_query_match
f_1303	缚根亡魂	1303	缚根亡魂					no_query_match
f_1305	黑暗女巫凡妮莎	1305	黑暗女巫凡妮莎					no_query_match
f_1306	黑暗女巫凡妮莎	1306	黑暗女巫凡妮莎					no_query_match
f_1311	死亡蝙蝠	1311	死亡蝙蝠					no_query_match
f_1312	死亡蝙蝠	1312	死亡蝙蝠					no_query_match
f_1314	無名幽靈	1314	无名幽灵					no_query_match
f_1338	大巫妖迪恩	1338	大巫妖迪恩					no_query_match
f_1362	棺木看守布莱恩	1362	棺木看守布莱恩					no_query_match
f_1365	統領阿卡莎	1365	统领阿卡莎					no_query_match
f_1368	至高之主纳迦什	1368	至高之主纳迦什					no_query_match
f_1369	至高之主纳迦什	1369	至高之主纳迦什					no_query_match
f_1371	魔导師聖匣守衛	1371	魔导师圣匣守卫					no_query_match
f_1372	魔导師聖匣守衛	1372	魔导师圣匣守卫					no_query_match
f_1374	旱魃	1374	旱魃					no_query_match
f_1377	梁山伯	1377	梁山伯					no_query_match
f_1378	梁山伯	1378	梁山伯					no_query_match
f_1382	萬聖小丑	1382	万圣小丑					no_query_match
f_1383	萬聖小丑	1383	万圣小丑					no_query_match
f_1386	猩紅魔女	1386	猩红魔女					no_query_match
f_1392	绝命劍姬菲奥娜	1392	绝命剑姬菲奥娜					no_query_match
f_2006	猎狗	2006	猎狗					no_query_match
f_2012	大型猎狗	2012	大型猎狗					no_query_match
f_2018	狂怒猎狗	2018	狂怒猎狗					no_query_match
f_2024	地狱犬	2024	地狱犬					no_query_match
f_2030	大型地狱犬	2030	大型地狱犬					no_query_match
f_2036	迅猛地狱犬	2036	迅猛地狱犬					no_query_match
f_2041	地狱犬雄	2041	地狱犬雄					no_query_match
f_2042	地狱犬雄	2042	地狱犬雄					no_query_match
f_2048	蜥蜴	2048	蜥蜴					no_query_match
f_2054	重甲蜥蜴	2054	重甲蜥蜴					no_query_match
f_2060	超重甲蜥蜴	2060	超重甲蜥蜴					no_query_match
f_2066	雷霆蜥蜴	2066	雷霆蜥蜴					no_query_match
f_2072	成年雷霆蜥	2072	成年雷霆蜥					no_query_match
f_2078	劍齿雷霆蜥	2078	剑齿雷霆蜥					no_query_match
f_2083	碉堡巨蜥首領	2083	碉堡巨蜥首领					no_query_match
f_2084	碉堡巨蜥首領	2084	碉堡巨蜥首领					no_query_match
f_2090	吸血蝙蝠	2090	吸血蝙蝠					no_query_match
f_2096	嗜血蝙蝠	2096	嗜血蝙蝠					no_query_match
f_2102	猩紅巨蝠	2102	猩红巨蝠					no_query_match
f_2108	毒蝙蝠	2108	毒蝙蝠					no_query_match
f_2114	剧毒蝙蝠	2114	剧毒蝙蝠					no_query_match
f_2120	喷毒巨蝠	2120	喷毒巨蝠					no_query_match
f_2125	猛毒蝠王	2125	猛毒蝠王					no_query_match
f_2126	猛毒蝠王	2126	猛毒蝠王					no_query_match
f_2132	奇美拉	2132	奇美拉					no_query_match
f_2138	成年奇美拉	2138	成年奇美拉					no_query_match
f_2144	奇美拉头領	2144	奇美拉头领					no_query_match
f_2150	狮鹫	2150	狮鹫					no_query_match
f_2156	铁翼狮鹫	2156	铁翼狮鹫					no_query_match
f_2162	狮鹫头領	2162	狮鹫头领					no_query_match
f_2167	魔焰奇美拉	2167	魔焰奇美拉					no_query_match
f_2168	魔焰奇美拉	2168	魔焰奇美拉					no_query_match
f_2174	宝石獸	2174	宝石兽					no_query_match
f_2180	金色宝石獸	2180	金色宝石兽					no_query_match
f_2186	異色宝石獸	2186	异色宝石兽					no_query_match
f_2192	独角獸	2192	独角兽					no_query_match
f_2198	幻影独角獸	2198	幻影独角兽					no_query_match
f_2204	相位独角獸	2204	相位独角兽					no_query_match
f_2209	虹頂宝石獸	2209	虹顶宝石兽					no_query_match
f_2210	虹頂宝石獸	2210	虹顶宝石兽					no_query_match
f_2233	虎王死葬	2233	虎王死葬					no_query_match
f_2257	浣熊首領卡恩	2257	浣熊首领卡恩					no_query_match
f_2260	小狗比娜	2260	小狗比娜					no_query_match
f_2261	小狗比娜	2261	小狗比娜					no_query_match
f_2284	结晶之爪	2284	结晶之爪					no_query_match
f_2308	狮王暗矛	2308	狮王暗矛					no_query_match
f_2311	暴君女王佩珀	2311	暴君女王佩珀					no_query_match
f_2312	暴君女王佩珀	2312	暴君女王佩珀					no_query_match
f_2314	獸王愛莎	2314	兽王爱莎					no_query_match
f_2317	穷奇	2317	穷奇					no_query_match
f_2320	精衛·殁羽	2320	精卫·殁羽					no_query_match
f_2323	墓守師父	2323	墓守师父					no_query_match
f_2324	墓守師父	2324	墓守师父					no_query_match
f_2327	獸神科加拉修	2327	兽神科加拉修					no_query_match
f_2328	獸神科加拉修	2328	兽神科加拉修					no_query_match
f_2333	感恩节火鸡	2333	感恩节火鸡					no_query_match
f_2336	白泽	2336	白泽					no_query_match
f_2339	年獸	2339	年兽					no_query_match
f_3006	地精流氓	3006	地精流氓					no_query_match
f_3012	地精土匪	3012	地精土匪					no_query_match
f_3018	地精無赖	3018	地精无赖					no_query_match
f_3024	地精暴徒	3024	地精暴徒					no_query_match
f_3030	地精路霸	3030	地精路霸					no_query_match
f_3036	地精亡命徒	3036	地精亡命徒					no_query_match
f_3042	地精弓手	3042	地精弓手					no_query_match
f_3048	地精偷猎者	3048	地精偷猎者					no_query_match
f_3054	地精毒箭手	3054	地精毒箭手					no_query_match
f_3059	突襲隊長麻脸	3059	突袭队长麻脸					no_query_match
f_3060	突襲隊長麻脸	3060	突袭队长麻脸					no_query_match
f_3066	地精靈媒	3066	地精灵媒					no_query_match
f_3072	地精薩满	3072	地精萨满					no_query_match
f_3078	地精先知	3078	地精先知					no_query_match
f_3084	地精织網者	3084	地精织网者					no_query_match
f_3090	地精猎人	3090	地精猎人					no_query_match
f_3096	地精狩猎大師	3096	地精狩猎大师					no_query_match
f_3101	隱士妮迪雅	3101	隐士妮迪雅					no_query_match
f_3102	隱士妮迪雅	3102	隐士妮迪雅					no_query_match
f_3125	疯狂的弗蘭克	3125	疯狂的弗兰克					no_query_match
f_3152	土行孫	3152	土行孙					no_query_match
f_3155	小鬼凯尼	3155	小鬼凯尼					no_query_match
f_3156	小鬼凯尼	3156	小鬼凯尼					no_query_match
f_3161	阿蘭卡小姐	3161	阿兰卡小姐					no_query_match
f_3162	阿蘭卡小姐	3162	阿兰卡小姐					no_query_match
f_4006	巨魔蛮兵	4006	巨魔蛮兵					no_query_match
f_4012	巨魔老蛮兵	4012	巨魔老蛮兵					no_query_match
f_4018	巨魔蛮兵头目	4018	巨魔蛮兵头目					no_query_match
f_4024	巨魔戰士	4024	巨魔战士					no_query_match
f_4030	巨魔狂戰士	4030	巨魔狂战士					no_query_match
f_4036	巨魔狂暴戰士	4036	巨魔狂暴战士					no_query_match
f_4042	巨魔力士	4042	巨魔力士					no_query_match
f_4048	巨魔大力士	4048	巨魔大力士					no_query_match
f_4054	巨魔怪力头目	4054	巨魔怪力头目					no_query_match
f_4059	尖牙族長	4059	尖牙族长					no_query_match
f_4060	尖牙族長	4060	尖牙族长					no_query_match
f_4066	石巨魔	4066	石巨魔					no_query_match
f_4072	晶化巨魔	4072	晶化巨魔					no_query_match
f_4078	晶化狂怒者	4078	晶化狂怒者					no_query_match
f_4084	血巨魔	4084	血巨魔					no_query_match
f_4090	沸血巨魔	4090	沸血巨魔					no_query_match
f_4096	沸血暴虐者	4096	沸血暴虐者					no_query_match
f_4101	铁拳血眼	4101	铁拳血眼					no_query_match
f_4102	铁拳血眼	4102	铁拳血眼					no_query_match
f_4125	嚼骨者雷克	4125	嚼骨者雷克					no_query_match
f_4155	刑天	4155	刑天					no_query_match
f_4158	钟馗	4158	钟馗					no_query_match
f_4161	金身羅汉	4161	金身罗汉					no_query_match
f_7137	米迦勒之像	7137	米迦勒之像					no_query_match
f_7143	荆棘丛	7143	荆棘丛					no_query_match
f_7149	巨魔骨堆	7149	巨魔骨堆					no_query_match
f_7155	有箱金币	7155	有箱金币					no_query_match
f_7161	獸人圖腾	7161	兽人图腾					no_query_match
f_7167	黑夜之墙	7167	黑夜之墙					no_query_match
f_7260	虚空守護者凡妮莎	7260	虚空守护者凡妮莎					no_query_match
f_7261	虚空守護者凡妮莎	7261	虚空守护者凡妮莎					no_query_match
f_7263	齐天大聖孫悟空	7263	齐天大圣孙悟空					no_query_match
f_7267	三刀流	7267	三刀流					no_query_match
f_7268	三刀流	7268	三刀流					no_query_match
f_7291	机密守衛死爪	7291	机密守卫死爪					no_query_match
f_7315	诡火卓拉	7315	诡火卓拉					no_query_match
f_7318	雷电使愛麗儿	7318	雷电使爱丽儿					no_query_match
f_7321	猴王六耳	7321	猴王六耳					no_query_match
f_7324	食铁獸神	7324	食铁兽神					no_query_match
f_7325	食铁獸神	7325	食铁兽神					no_query_match
f_7327	兔子萝拉	7327	兔子萝拉					no_query_match
f_7330	达尔王	7330	达尔王					no_query_match
f_7331	达尔王	7331	达尔王					no_query_match
f_7333	玉兔	7333	玉兔					no_query_match
f_7334	玉兔	7334	玉兔					no_query_match
f_7336	斗戰胜佛	7336	斗战胜佛					no_query_match
f_7339	九尾狐	7339	九尾狐					no_query_match
f_7342	幻镜巫女	7342	幻镜巫女					no_query_match
f_7345	雪绒萌靈	7345	雪绒萌灵					no_query_match
f_7348	淨坛使者	7348	净坛使者					no_query_match
f_7351	镜像熊貓	7351	镜像熊猫					no_query_match
f_7352	镜像熊貓	7352	镜像熊猫					no_query_match
f_6131	劳動之星蘭蘭	6131	劳动之星兰兰					no_query_match
f_6132	劳動之星蘭蘭	6132	劳动之星兰兰					no_query_match
f_10011	愛國诗人但丁	10011	爱国诗人但丁					no_query_match
f_10017	ChinaJoy舞娘萝拉	10017	ChinaJoy舞娘萝拉					no_query_match
f_10023	羅密欧	10023	罗密欧					no_query_match
f_10024	羅密欧	10024	罗密欧					no_query_match
f_10047	愛心特使零零	10047	爱心特使零零					no_query_match
f_10059	盛装的愛莲	10059	盛装的爱莲					no_query_match
f_10065	蛇姬紅	10065	蛇姬红					no_query_match
f_10066	蛇姬紅	10066	蛇姬红					no_query_match
f_10077	火焰龍宝宝	10077	火焰龙宝宝					no_query_match
f_10083	熔岩龍宝宝	10083	熔岩龙宝宝					no_query_match
f_10095	南瓜先生杰克	10095	南瓜先生杰克					no_query_match
f_10125	復活兔女郎貝蒂	10125	复活兔女郎贝蒂					no_query_match
f_10131	熊孩子东东	10131	熊孩子东东					no_query_match
f_10132	熊孩子东东	10132	熊孩子东东					no_query_match
f_10137	擎天神阿特拉斯	10137	擎天神阿特拉斯					no_query_match
f_10143	幽冥引路人目连	10143	幽冥引路人目连					no_query_match
f_10149	冷斧吴刚	10149	冷斧吴刚					no_query_match
f_10155	禅師普寂	10155	禅师普寂					no_query_match
f_10161	火鸡骑士查查	10161	火鸡骑士查查					no_query_match
f_10162	火鸡骑士查查	10162	火鸡骑士查查					no_query_match
f_10173	聖诞雪精靈瑞絲	10173	圣诞雪精灵瑞丝					no_query_match
f_10174	聖诞雪精靈瑞絲	10174	圣诞雪精灵瑞丝					no_query_match
f_10179	唤魔使徒菲特	10179	唤魔使徒菲特					no_query_match
f_10185	邪魔仆役	10185	邪魔仆役					no_query_match
f_10191	生肖使者未羊	10191	生肖使者未羊					no_query_match
f_10197	谜焰绮麗儿	10197	谜焰绮丽儿					no_query_match
f_10203	萬蝠之母瑪麗	10203	万蝠之母玛丽					no_query_match
f_10215	铁人羅伯特	10215	铁人罗伯特					no_query_match
f_10216	铁人羅伯特	10216	铁人罗伯特					no_query_match
f_10221	史莱姆國王阿凯	10221	史莱姆国王阿凯					no_query_match
f_10227	瘟疫医生莫尔斯	10227	瘟疫医生莫尔斯					no_query_match
f_10230	艾蔻	10230	艾蔻					no_query_match
f_10233	生肖守護者巳蛇	10233	生肖守护者巳蛇					no_query_match
f_11005	快玩靈猴	11005	快玩灵猴					no_query_match
f_11011	多玩YY熊	11011	多玩YY熊					no_query_match
f_11017	腹黑AC娘	11017	腹黑AC娘					no_query_match
f_11023	Vector	11023	Vector					no_query_match
f_11029	夏深	11029	夏深					no_query_match
f_11047	哈梅林的吹笛手	11047	哈梅林的吹笛手					no_query_match
f_11053	地精炸彈Chucka	11053	地精炸弹Chucka					no_query_match
f_11059	撕裂者格林	11059	撕裂者格林					no_query_match
f_11065	狂欢女王	11065	狂欢女王					no_query_match
f_11071	高階火焰魔女	11071	高阶火焰魔女					no_query_match
f_11083	诅咒黑巫師	11083	诅咒黑巫师					no_query_match
f_11089	風神	11089	风神					no_query_match
f_11095	元素神	11095	元素神					no_query_match
f_11101	形变者洛基	11101	形变者洛基					no_query_match
f_11107	粉碎者托尔	11107	粉碎者托尔					no_query_match
f_11113	赫尔	11113	赫尔					no_query_match
f_11119	伊登	11119	伊登					no_query_match
f_11125	世界之树	11125	世界之树					no_query_match
f_11131	黑胡子船長	11131	黑胡子船长					no_query_match
f_11132	黑胡子船長	11132	黑胡子船长					no_query_match
f_11137	杰克船長	11137	杰克船长					no_query_match
f_11138	杰克船長	11138	杰克船长					no_query_match
f_11143	安妮邦尼	11143	安妮邦尼					no_query_match
f_11144	安妮邦尼	11144	安妮邦尼					no_query_match
f_11149	瑪莉	11149	玛莉					no_query_match
f_11161	克劳斯	11161	克劳斯					no_query_match
f_11162	克劳斯	11162	克劳斯					no_query_match
f_11210	愛神阿佛洛狄忒	11210	爱神阿佛洛狄忒					no_query_match
f_11216	灰眸女神雅典娜	11216	灰眸女神雅典娜					no_query_match
f_11222	阿喀琉斯	11222	阿喀琉斯					no_query_match
f_11234	潘	11234	潘					no_query_match
f_11247	牛头怪	11247	牛头怪					no_query_match
f_11306	诡计之神洛基	11306	诡计之神洛基					no_query_match
f_11312	雷神托尔	11312	雷神托尔					no_query_match
f_11318	愛神芙蕾雅	11318	爱神芙蕾雅					no_query_match
f_11372	荷鲁斯	11372	荷鲁斯					no_query_match
f_11378	哈索尔	11378	哈索尔					no_query_match
f_11390	阿努比斯	11390	阿努比斯					no_query_match
f_11402	艾西斯	11402	艾西斯					no_query_match
f_11408	赛特	11408	赛特					no_query_match
f_11420	安荷	11420	安荷					no_query_match
f_11426	塞克迈特	11426	塞克迈特					no_query_match
f_11432	安穆凯	11432	安穆凯					no_query_match
