id	name	card_key	site_key	chosen_url	output_file	status
f_6066	人馬骑射手	人馬騎射手				no_safe_match
f_6072	人馬猎射手	人馬猎射手				no_safe_match
f_6078	人馬神射手	人馬神射手				no_safe_match
f_6083	猎手诡狼	猎手诡狼				no_safe_match
f_6084	猎手诡狼	猎手诡狼				no_safe_match
f_6090	翼人武士	翼人武士				no_safe_match
f_6096	翼人勇士	翼人勇士				no_safe_match
f_6102	翼人影武者	翼人影武者				no_safe_match
f_6108	翼人戰士	翼人戰士				no_safe_match
f_6114	翼人襲擊者	翼人襲擊者				no_safe_match
f_6120	翼人嗜血者	翼人嗜血者				no_safe_match
f_6125	苍翼族長拉姆	苍翼族長拉姆				no_safe_match
f_6126	苍翼族長拉姆	苍翼族長拉姆				no_safe_match
f_6138	兔人門生	兔人門生				no_safe_match
f_6144	兔人劍客	兔人劍客				no_safe_match
f_6150	兔人劍豪	兔人劍豪				no_safe_match
f_6156	兔人弓箭手	兔人弓箭手				no_safe_match
f_6162	兔人猎手	兔人猎手				no_safe_match
f_6168	兔人狙擊手	兔人狙擊手				no_safe_match
f_6173	狙殺大師汉娜	狙殺大師汉娜				no_safe_match
f_6174	狙殺大師汉娜	狙殺大師汉娜				no_safe_match
f_6180	狼人戰士	狼人戰士				no_safe_match
f_6186	狼人斗士	狼人斗士				no_safe_match
f_6192	狼人突襲者	狼人突襲者				no_safe_match
f_6198	狼人猎手	狼人猎手				no_safe_match
f_6204	狼人嗜血者	狼人嗜血者				no_safe_match
f_6210	狼人血腥撕裂者	狼人血腥撕裂者				no_safe_match
f_6215	荒野屠夫巴登	荒野屠夫巴登				no_safe_match
f_6216	荒野屠夫巴登	荒野屠夫巴登				no_safe_match
f_6239	情报專家靈耳	情报專家靈耳				no_safe_match
f_1006	僵尸衛兵	僵尸衛兵				no_safe_match
f_1012	僵尸哨衛	僵尸哨衛				no_safe_match
f_1018	僵尸衛隊長	僵尸衛隊長				no_safe_match
f_1024	僵尸劍士	僵尸劍士				no_safe_match
f_1030	僵尸戰士	僵尸戰士				no_safe_match
f_1036	僵尸隊長	僵尸隊長				no_safe_match
f_1041	不滅的克里斯	不滅克里斯				no_safe_match
f_1042	不滅的克里斯	不滅克里斯				no_safe_match
f_1054	吸血鬼贵族	吸血鬼贵族				no_safe_match
f_1060	吸血鬼伯爵	吸血鬼伯爵				no_safe_match
f_1066	吸血鬼学徒	吸血鬼学徒				no_safe_match
f_1072	吸血鬼法師	吸血鬼法師				no_safe_match
f_1078	吸血鬼导師	吸血鬼导師				no_safe_match
f_1083	嗜血亲王基拉	嗜血亲王基拉				no_safe_match
f_1084	嗜血亲王基拉	嗜血亲王基拉				no_safe_match
f_1090	冰幽靈	冰幽靈				no_safe_match
f_1096	寒冷幽靈	寒冷幽靈				no_safe_match
f_1102	冷風幽靈	冷風幽靈				no_safe_match
f_1108	幽靈	幽靈				no_safe_match
f_1114	恐怖幽靈	恐怖幽靈				no_safe_match
f_1120	恐怖魅影	恐怖魅影				no_safe_match
f_1125	绝望之靈	绝望靈				no_safe_match
f_1126	绝望之靈	绝望靈				no_safe_match
f_1132	骷髏劍士	骷髏劍士				no_safe_match
f_1138	骷髏戰士	骷髏戰士				no_safe_match
f_1144	骷髏百夫長	骷髏百夫長				no_safe_match
f_1150	骷髏投槍手	骷髏投槍手				no_safe_match
f_1156	骷髏投毒者	骷髏投毒者				no_safe_match
f_1162	骷髏剧毒散播者	骷髏剧毒散播者				no_safe_match
f_1167	咒神者费蒙德	咒神者费蒙德				no_safe_match
f_1168	咒神者费蒙德	咒神者费蒙德				no_safe_match
f_1174	骷髏劍士	骷髏劍士				no_safe_match
f_1180	骷髏戰士	骷髏戰士				no_safe_match
f_1186	骷髏百夫長	骷髏百夫長				no_safe_match
f_1192	骷髏投槍手	骷髏投槍手				no_safe_match
f_1198	骷髏投毒者	骷髏投毒者				no_safe_match
f_1204	骷髏剧毒散播者	骷髏剧毒散播者				no_safe_match
f_1209	咒神者费蒙德	咒神者费蒙德				no_safe_match
f_1210	咒神者费蒙德	咒神者费蒙德				no_safe_match
f_1216	恐惧骑兵	恐惧騎兵				no_safe_match
f_1222	恐惧骑士	恐惧騎士				no_safe_match
f_1228	恐惧骑士隊長	恐惧騎士隊長				no_safe_match
f_1234	死亡骑兵	死亡騎兵				no_safe_match
f_1240	死亡骑士	死亡騎士				no_safe_match
f_1246	死亡骑士隊長	死亡騎士隊長				no_safe_match
f_1251	混沌領主庫彻	混沌領主庫彻				no_safe_match
f_1252	混沌領主庫彻	混沌領主庫彻				no_safe_match
f_1275	無盡之咒薩坦	無盡咒薩坦				no_safe_match
f_1299	藏尸者亞伯	藏尸者亞伯				no_safe_match
f_1302	缚根亡魂	缚根亡魂				no_safe_match
f_1303	缚根亡魂	缚根亡魂				no_safe_match
f_1305	黑暗女巫凡妮莎	黑暗女巫凡妮莎				no_safe_match
f_1306	黑暗女巫凡妮莎	黑暗女巫凡妮莎				no_safe_match
f_1311	死亡蝙蝠	死亡蝙蝠				no_safe_match
f_1312	死亡蝙蝠	死亡蝙蝠				no_safe_match
f_1314	無名幽靈	無名幽靈				no_safe_match
f_1338	大巫妖迪恩	大巫妖迪恩				no_safe_match
f_1362	棺木看守布莱恩	棺木看守布莱恩				no_safe_match
f_1365	統領阿卡莎	統領阿卡莎				no_safe_match
f_1368	至高之主纳迦什	至高主纳迦什				no_safe_match
f_1369	至高之主纳迦什	至高主纳迦什				no_safe_match
f_1371	魔导師聖匣守衛	魔导師聖匣守衛				no_safe_match
f_1372	魔导師聖匣守衛	魔导師聖匣守衛				no_safe_match
f_1374	旱魃	旱魃				no_safe_match
f_1377	梁山伯	梁山伯				no_safe_match
f_1378	梁山伯	梁山伯				no_safe_match
f_1382	萬聖小丑	萬聖小丑				no_safe_match
f_1383	萬聖小丑	萬聖小丑				no_safe_match
f_1386	猩紅魔女	猩紅魔女				no_safe_match
f_1392	绝命劍姬菲奥娜	绝命劍姬菲奥娜				no_safe_match
f_2006	猎狗	猎狗				no_safe_match
f_2012	大型猎狗	大型猎狗				no_safe_match
f_2018	狂怒猎狗	狂怒猎狗				no_safe_match
f_2024	地狱犬	地狱犬				no_safe_match
f_2030	大型地狱犬	大型地狱犬				no_safe_match
f_2036	迅猛地狱犬	迅猛地狱犬				no_safe_match
f_2041	地狱犬雄	地狱犬雄				no_safe_match
f_2042	地狱犬雄	地狱犬雄				no_safe_match
f_2048	蜥蜴	蜥蜴				no_safe_match
f_2054	重甲蜥蜴	重甲蜥蜴				no_safe_match
f_2060	超重甲蜥蜴	超重甲蜥蜴				no_safe_match
f_2066	雷霆蜥蜴	雷霆蜥蜴				no_safe_match
f_2072	成年雷霆蜥	成年雷霆蜥				no_safe_match
f_2078	劍齿雷霆蜥	劍齿雷霆蜥				no_safe_match
f_2083	碉堡巨蜥首領	碉堡巨蜥首領				no_safe_match
f_2084	碉堡巨蜥首領	碉堡巨蜥首領				no_safe_match
f_2090	吸血蝙蝠	吸血蝙蝠				no_safe_match
f_2096	嗜血蝙蝠	嗜血蝙蝠				no_safe_match
f_2102	猩紅巨蝠	猩紅巨蝠				no_safe_match
f_2108	毒蝙蝠	毒蝙蝠				no_safe_match
f_2114	剧毒蝙蝠	剧毒蝙蝠				no_safe_match
f_2120	喷毒巨蝠	喷毒巨蝠				no_safe_match
f_2125	猛毒蝠王	猛毒蝠王				no_safe_match
f_2126	猛毒蝠王	猛毒蝠王				no_safe_match
f_2132	奇美拉	奇美拉				no_safe_match
f_2138	成年奇美拉	成年奇美拉				no_safe_match
f_2144	奇美拉头領	奇美拉头領				no_safe_match
f_2150	狮鹫	狮鹫				no_safe_match
f_2156	铁翼狮鹫	铁翼狮鹫				no_safe_match
f_2162	狮鹫头領	狮鹫头領				no_safe_match
f_2167	魔焰奇美拉	魔焰奇美拉				no_safe_match
f_2168	魔焰奇美拉	魔焰奇美拉				no_safe_match
f_2174	宝石獸	宝石獸				no_safe_match
f_2180	金色宝石獸	金色宝石獸				no_safe_match
f_2186	異色宝石獸	異色宝石獸				no_safe_match
f_2192	独角獸	独角獸				no_safe_match
f_2198	幻影独角獸	幻影独角獸				no_safe_match
f_2204	相位独角獸	相位独角獸				no_safe_match
f_2209	虹頂宝石獸	虹頂宝石獸				no_safe_match
f_2210	虹頂宝石獸	虹頂宝石獸				no_safe_match
f_2233	虎王死葬	虎王死葬				no_safe_match
f_2257	浣熊首領卡恩	浣熊首領卡恩				no_safe_match
f_2260	小狗比娜	小狗比娜				no_safe_match
f_2261	小狗比娜	小狗比娜				no_safe_match
f_2284	结晶之爪	结晶爪				no_safe_match
f_2308	狮王暗矛	狮王暗矛				no_safe_match
f_2311	暴君女王佩珀	暴君女王佩珀				no_safe_match
f_2312	暴君女王佩珀	暴君女王佩珀				no_safe_match
f_2314	獸王愛莎	獸王愛莎				no_safe_match
f_2317	穷奇	穷奇				no_safe_match
f_2320	精衛·殁羽	精衛殁羽				no_safe_match
f_2323	墓守師父	墓守師父				no_safe_match
f_2324	墓守師父	墓守師父				no_safe_match
f_2327	獸神科加拉修	獸神科加拉修				no_safe_match
f_2328	獸神科加拉修	獸神科加拉修				no_safe_match
f_2333	感恩节火鸡	感恩节火鸡				no_safe_match
f_2336	白泽	白泽				no_safe_match
f_2339	年獸	年獸				no_safe_match
f_3006	地精流氓	地精流氓				no_safe_match
f_3012	地精土匪	地精土匪				no_safe_match
f_3018	地精無赖	地精無赖				no_safe_match
f_3024	地精暴徒	地精暴徒				no_safe_match
f_3030	地精路霸	地精路霸				no_safe_match
f_3036	地精亡命徒	地精亡命徒				no_safe_match
f_3042	地精弓手	地精弓手				no_safe_match
f_3048	地精偷猎者	地精偷猎者				no_safe_match
f_3054	地精毒箭手	地精毒箭手				no_safe_match
f_3059	突襲隊長麻脸	突襲隊長麻脸				no_safe_match
f_3060	突襲隊長麻脸	突襲隊長麻脸				no_safe_match
f_3066	地精靈媒	地精靈媒				no_safe_match
f_3072	地精薩满	地精薩满				no_safe_match
f_3078	地精先知	地精先知				no_safe_match
f_3084	地精织網者	地精织網者				no_safe_match
f_3090	地精猎人	地精猎人				no_safe_match
f_3096	地精狩猎大師	地精狩猎大師				no_safe_match
f_3101	隱士妮迪雅	隱士妮迪雅				no_safe_match
f_3102	隱士妮迪雅	隱士妮迪雅				no_safe_match
f_3125	疯狂的弗蘭克	疯狂弗蘭克				no_safe_match
f_3152	土行孫	土行孫				no_safe_match
f_3155	小鬼凯尼	小鬼凯尼				no_safe_match
f_3156	小鬼凯尼	小鬼凯尼				no_safe_match
f_3161	阿蘭卡小姐	阿蘭卡小姐				no_safe_match
f_3162	阿蘭卡小姐	阿蘭卡小姐				no_safe_match
f_4006	巨魔蛮兵	巨魔蛮兵				no_safe_match
f_4012	巨魔老蛮兵	巨魔老蛮兵				no_safe_match
f_4018	巨魔蛮兵头目	巨魔蛮兵头目				no_safe_match
f_4024	巨魔戰士	巨魔戰士				no_safe_match
f_4030	巨魔狂戰士	巨魔狂戰士				no_safe_match
f_4036	巨魔狂暴戰士	巨魔狂暴戰士				no_safe_match
f_4042	巨魔力士	巨魔力士				no_safe_match
f_4048	巨魔大力士	巨魔大力士				no_safe_match
f_4054	巨魔怪力头目	巨魔怪力头目				no_safe_match
f_4059	尖牙族長	尖牙族長				no_safe_match
f_4060	尖牙族長	尖牙族長				no_safe_match
f_4066	石巨魔	石巨魔				no_safe_match
f_4072	晶化巨魔	晶化巨魔				no_safe_match
f_4078	晶化狂怒者	晶化狂怒者				no_safe_match
f_4084	血巨魔	血巨魔				no_safe_match
f_4090	沸血巨魔	沸血巨魔				no_safe_match
f_4096	沸血暴虐者	沸血暴虐者				no_safe_match
f_4101	铁拳血眼	铁拳血眼				no_safe_match
f_4102	铁拳血眼	铁拳血眼				no_safe_match
f_4125	嚼骨者雷克	嚼骨者雷克				no_safe_match
f_4155	刑天	刑天				no_safe_match
f_4158	钟馗	钟馗				no_safe_match
f_4161	金身羅汉	金身羅汉				no_safe_match
f_7137	米迦勒之像	米迦勒像				no_safe_match
f_7143	荆棘丛	荆棘丛				no_safe_match
f_7149	巨魔骨堆	巨魔骨堆				no_safe_match
f_7155	有箱金币	有箱金币				no_safe_match
f_7161	獸人圖腾	獸人圖腾				no_safe_match
f_7167	黑夜之墙	黑夜墙				no_safe_match
f_7260	虚空守護者凡妮莎	虚空守護者凡妮莎				no_safe_match
f_7261	虚空守護者凡妮莎	虚空守護者凡妮莎				no_safe_match
f_7263	齐天大聖孫悟空	齐天大聖孫悟空				no_safe_match
f_7267	三刀流	三刀流				no_safe_match
f_7268	三刀流	三刀流				no_safe_match
f_7291	机密守衛死爪	机密守衛死爪				no_safe_match
f_7315	诡火卓拉	诡火卓拉				no_safe_match
f_7318	雷电使愛麗儿	雷电使愛麗儿				no_safe_match
f_7321	猴王六耳	猴王六耳				no_safe_match
f_7324	食铁獸神	食铁獸神				no_safe_match
f_7325	食铁獸神	食铁獸神				no_safe_match
f_7327	兔子萝拉	兔子萝拉				no_safe_match
f_7330	达尔王	达尔王				no_safe_match
f_7331	达尔王	达尔王				no_safe_match
f_7333	玉兔	玉兔				no_safe_match
f_7334	玉兔	玉兔				no_safe_match
f_7336	斗戰胜佛	斗戰勝佛				no_safe_match
f_7339	九尾狐	九尾狐				no_safe_match
f_7342	幻镜巫女	幻镜巫女				no_safe_match
f_7345	雪绒萌靈	雪绒萌靈				no_safe_match
f_7348	淨坛使者	淨坛使者				no_safe_match
f_7351	镜像熊貓	镜像熊貓				no_safe_match
f_7352	镜像熊貓	镜像熊貓				no_safe_match
f_6131	劳動之星蘭蘭	劳動星蘭蘭				no_safe_match
f_6132	劳動之星蘭蘭	劳動星蘭蘭				no_safe_match
f_10011	愛國诗人但丁	愛國诗人但丁				no_safe_match
f_10017	ChinaJoy舞娘萝拉	chinajoy舞娘萝拉				no_safe_match
f_10023	羅密欧	羅密欧				no_safe_match
f_10024	羅密欧	羅密欧				no_safe_match
f_10047	愛心特使零零	愛心特使零零				no_safe_match
f_10059	盛装的愛莲	盛装愛莲				no_safe_match
f_10065	蛇姬紅	蛇姬紅				no_safe_match
f_10066	蛇姬紅	蛇姬紅				no_safe_match
f_10077	火焰龍宝宝	火焰龍宝宝				no_safe_match
f_10083	熔岩龍宝宝	熔岩龍宝宝				no_safe_match
f_10095	南瓜先生杰克	南瓜先生杰克				no_safe_match
f_10125	復活兔女郎貝蒂	復活兔女郎貝蒂				no_safe_match
f_10131	熊孩子东东	熊孩子东东				no_safe_match
f_10132	熊孩子东东	熊孩子东东				no_safe_match
f_10137	擎天神阿特拉斯	擎天神阿特拉斯				no_safe_match
f_10143	幽冥引路人目连	幽冥引路人目連				no_safe_match
f_10149	冷斧吴刚	冷斧吴刚				no_safe_match
f_10155	禅師普寂	禅師普寂				no_safe_match
f_10161	火鸡骑士查查	火鸡騎士查查				no_safe_match
f_10162	火鸡骑士查查	火鸡騎士查查				no_safe_match
f_10173	聖诞雪精靈瑞絲	聖诞雪精靈瑞絲				no_safe_match
f_10174	聖诞雪精靈瑞絲	聖诞雪精靈瑞絲				no_safe_match
f_10179	唤魔使徒菲特	唤魔使徒菲特				no_safe_match
f_10185	邪魔仆役	邪魔仆役				no_safe_match
f_10191	生肖使者未羊	生肖使者未羊				no_safe_match
f_10197	谜焰绮麗儿	谜焰绮麗儿				no_safe_match
f_10203	萬蝠之母瑪麗	萬蝠母瑪麗				no_safe_match
f_10215	铁人羅伯特	铁人羅伯特				no_safe_match
f_10216	铁人羅伯特	铁人羅伯特				no_safe_match
f_10221	史莱姆國王阿凯	史莱姆國王阿凯				no_safe_match
f_10227	瘟疫医生莫尔斯	瘟疫医生莫尔斯				no_safe_match
f_10230	艾蔻	艾蔻				no_safe_match
f_10233	生肖守護者巳蛇	生肖守護者巳蛇				no_safe_match
f_20005	ARK戰士	ark戰士				no_safe_match
f_20011	ARK幻魔	ark幻魔				no_safe_match
f_20017	ARK工匠	ark工匠				no_safe_match
f_20023	ARK刺客	ark刺客				no_safe_match
f_20029	ARK道士	ark道士				no_safe_match
f_20035	ARK射手	ark射手				no_safe_match
f_20041	海之守護女神	海守護女神				no_safe_match
f_20042	海之守護女神	海守護女神				no_safe_match
f_20047	宇宙的覺悟者	宇宙覺悟者				no_safe_match
f_20048	宇宙的覺悟者	宇宙覺悟者				no_safe_match
f_20053	降龍之不戒尼	降龍不戒尼				no_safe_match
f_20054	降龍之不戒尼	降龍不戒尼				no_safe_match
f_20059	進擊的三公主	進擊三公主				no_safe_match
f_20060	進擊的三公主	進擊三公主				no_safe_match
f_20065	愛的连线·媒神	愛連线媒神				no_safe_match
f_20066	愛的连线·媒神	愛連线媒神				no_safe_match
f_20071	忠义之靈犬	忠义靈犬				no_safe_match
f_20072	忠义之靈犬	忠义靈犬				no_safe_match
f_20077	欧布莱特	欧布莱特				no_safe_match
f_20078	欧布莱特	欧布莱特				no_safe_match
f_20083	十文字茜	十文字茜				no_safe_match
f_20089	卡尔娜	卡尔娜				no_safe_match
f_20090	卡尔娜	卡尔娜				no_safe_match
f_20095	卡洛斯	卡洛斯				no_safe_match
f_20096	卡洛斯	卡洛斯				no_safe_match
f_20101	梅琳妲	梅琳妲				no_safe_match
f_20102	梅琳妲	梅琳妲				no_safe_match
f_20107	紫帝	紫帝				no_safe_match
f_20108	紫帝	紫帝				no_safe_match
f_20113	席尔伍德	席尔伍德				no_safe_match
f_20114	席尔伍德	席尔伍德				no_safe_match
f_20119	席琳娜	席琳娜				no_safe_match
f_20120	席琳娜	席琳娜				no_safe_match
f_20125	闪电之天界王	闪电天界王				no_safe_match
f_20126	闪电之天界王	闪电天界王				no_safe_match
f_20131	黑暗之冥神	黑暗冥神				no_safe_match
f_20132	黑暗之冥神	黑暗冥神				no_safe_match
f_20137	惡作剧的愛神	惡作剧愛神				no_safe_match
f_20138	惡作剧的愛神	惡作剧愛神				no_safe_match
f_20143	智慧的女戰神	智慧女戰神				no_safe_match
f_20144	智慧的女戰神	智慧女戰神				no_safe_match
f_20149	礁影权杖姬	礁影权杖姬				no_safe_match
f_20150	礁影权杖姬	礁影权杖姬				no_safe_match
f_20155	闪耀的光之王	闪耀光王				no_safe_match
f_20156	闪耀的光之王	闪耀光王				no_safe_match
f_20161	创世太陽神	创世太陽神				no_safe_match
f_20162	创世太陽神	创世太陽神				no_safe_match
f_20167	風暴之神	風暴神				no_safe_match
f_20168	風暴之神	風暴神				no_safe_match
f_20173	冥界判官	冥界判官				no_safe_match
f_20174	冥界判官	冥界判官				no_safe_match
f_20179	亡靈引导者	亡靈引导者				no_safe_match
f_20185	亡者的守護神	亡者守護神				no_safe_match
f_20191	火眼的貓女神	火眼貓女神				no_safe_match
f_20192	火眼的貓女神	火眼貓女神				no_safe_match
f_20197	第六天魔王织田信長	第六天魔王织田信長				no_safe_match
f_20198	第六天魔王织田信長	第六天魔王织田信長				no_safe_match
f_20203	东照大权現德川家康	东照大权現德川家康				no_safe_match
f_20204	东照大权現德川家康	东照大权現德川家康				no_safe_match
f_20209	甲斐之虎武田信玄	甲斐虎武田信玄				no_safe_match
f_20210	甲斐之虎武田信玄	甲斐虎武田信玄				no_safe_match
f_20215	越後之龍上杉谦信	越後龍上杉谦信				no_safe_match
f_20216	越後之龍上杉谦信	越後龍上杉谦信				no_safe_match
f_20221	独眼龍伊达政宗	独眼龍伊达政宗				no_safe_match
