id	name	chosen_url	output_file	status
f_2041	地狱犬雄			no_name_match
f_2042	地狱犬雄			no_name_match
f_2048	蜥蜴			no_name_match
f_2054	重甲蜥蜴			no_name_match
f_2060	超重甲蜥蜴			no_name_match
f_2066	雷霆蜥蜴			no_name_match
f_2072	成年雷霆蜥			no_name_match
f_2078	劍齿雷霆蜥			no_name_match
f_2083	碉堡巨蜥首領			no_name_match
f_2084	碉堡巨蜥首領			no_name_match
f_2090	吸血蝙蝠			no_name_match
f_2096	嗜血蝙蝠			no_name_match
f_2102	猩紅巨蝠			no_name_match
f_2108	毒蝙蝠			no_name_match
f_2114	剧毒蝙蝠			no_name_match
f_2120	喷毒巨蝠			no_name_match
f_2125	猛毒蝠王			no_name_match
f_2126	猛毒蝠王			no_name_match
f_2132	奇美拉			no_name_match
f_2138	成年奇美拉			no_name_match
f_2144	奇美拉头領			no_name_match
f_2150	狮鹫			no_name_match
f_2156	铁翼狮鹫			no_name_match
f_2162	狮鹫头領			no_name_match
f_2167	魔焰奇美拉			no_name_match
f_2168	魔焰奇美拉			no_name_match
f_2174	宝石獸			no_name_match
f_2180	金色宝石獸			no_name_match
f_2186	異色宝石獸			no_name_match
f_2192	独角獸			no_name_match
f_2198	幻影独角獸			no_name_match
f_2204	相位独角獸			no_name_match
f_2209	虹頂宝石獸			no_name_match
f_2210	虹頂宝石獸			no_name_match
f_2233	虎王死葬			no_name_match
f_2257	浣熊首領卡恩			no_name_match
f_2260	小狗比娜			no_name_match
f_2261	小狗比娜			no_name_match
f_2284	结晶之爪			no_name_match
f_2308	狮王暗矛			no_name_match
f_2311	暴君女王佩珀			no_name_match
f_2312	暴君女王佩珀			no_name_match
f_2314	獸王愛莎			no_name_match
f_2317	穷奇			no_name_match
f_2320	精衛·殁羽			no_name_match
f_2323	墓守師父			no_name_match
f_2324	墓守師父			no_name_match
f_2327	獸神科加拉修			no_name_match
f_2328	獸神科加拉修			no_name_match
f_2333	感恩节火鸡			no_name_match
f_2336	白泽			no_name_match
f_2339	年獸			no_name_match
f_3006	地精流氓			no_name_match
f_3012	地精土匪			no_name_match
f_3018	地精無赖			no_name_match
f_3024	地精暴徒			no_name_match
f_3030	地精路霸			no_name_match
f_3036	地精亡命徒			no_name_match
f_3042	地精弓手			no_name_match
f_3048	地精偷猎者			no_name_match
f_3054	地精毒箭手			no_name_match
f_3059	突襲隊長麻脸			no_name_match
f_3060	突襲隊長麻脸			no_name_match
f_3066	地精靈媒			no_name_match
f_3072	地精薩满			no_name_match
f_3078	地精先知			no_name_match
f_3084	地精织網者			no_name_match
f_3090	地精猎人			no_name_match
f_3096	地精狩猎大師			no_name_match
f_3101	隱士妮迪雅			no_name_match
f_3102	隱士妮迪雅			no_name_match
f_3125	疯狂的弗蘭克			no_name_match
f_3152	土行孫			no_name_match
f_3155	小鬼凯尼			no_name_match
f_3156	小鬼凯尼			no_name_match
f_3161	阿蘭卡小姐			no_name_match
f_3162	阿蘭卡小姐			no_name_match
f_4006	巨魔蛮兵			no_name_match
f_4012	巨魔老蛮兵			no_name_match
f_4018	巨魔蛮兵头目			no_name_match
f_4024	巨魔戰士			no_name_match
f_4030	巨魔狂戰士			no_name_match
f_4036	巨魔狂暴戰士			no_name_match
f_4042	巨魔力士			no_name_match
f_4048	巨魔大力士			no_name_match
f_4054	巨魔怪力头目			no_name_match
f_4059	尖牙族長			no_name_match
f_4060	尖牙族長			no_name_match
f_4066	石巨魔			no_name_match
f_4072	晶化巨魔			no_name_match
f_4078	晶化狂怒者			no_name_match
f_4084	血巨魔			no_name_match
f_4090	沸血巨魔			no_name_match
f_4096	沸血暴虐者			no_name_match
f_4101	铁拳血眼			no_name_match
f_4102	铁拳血眼			no_name_match
f_4125	嚼骨者雷克			no_name_match
f_4155	刑天			no_name_match
f_4158	钟馗			no_name_match
f_4161	金身羅汉			no_name_match
f_7137	米迦勒之像			no_name_match
f_7143	荆棘丛			no_name_match
f_7149	巨魔骨堆			no_name_match
f_7155	有箱金币			no_name_match
f_7161	獸人圖腾			no_name_match
f_7167	黑夜之墙			no_name_match
f_7260	虚空守護者凡妮莎			no_name_match
f_7261	虚空守護者凡妮莎			no_name_match
f_7263	齐天大聖孫悟空			no_name_match
f_7267	三刀流			no_name_match
f_7268	三刀流			no_name_match
f_7291	机密守衛死爪			no_name_match
f_7315	诡火卓拉			no_name_match
f_7318	雷电使愛麗儿			no_name_match
f_7321	猴王六耳			no_name_match
f_7324	食铁獸神			no_name_match
f_7325	食铁獸神			no_name_match
f_7327	兔子萝拉			no_name_match
f_7330	达尔王			no_name_match
f_7331	达尔王			no_name_match
f_7333	玉兔			no_name_match
f_7334	玉兔			no_name_match
f_7336	斗戰胜佛			no_name_match
f_7339	九尾狐			no_name_match
f_7342	幻镜巫女			no_name_match
f_7345	雪绒萌靈			no_name_match
f_7348	淨坛使者			no_name_match
f_7351	镜像熊貓			no_name_match
f_7352	镜像熊貓			no_name_match
f_6131	劳動之星蘭蘭			no_name_match
f_6132	劳動之星蘭蘭			no_name_match
f_10011	愛國诗人但丁			no_name_match
f_10017	ChinaJoy舞娘萝拉			no_name_match
f_10023	羅密欧			no_name_match
f_10024	羅密欧			no_name_match
f_10047	愛心特使零零			no_name_match
f_10059	盛装的愛莲			no_name_match
f_10065	蛇姬紅			no_name_match
f_10066	蛇姬紅			no_name_match
f_10077	火焰龍宝宝			no_name_match
f_10083	熔岩龍宝宝			no_name_match
f_10095	南瓜先生杰克			no_name_match
f_10125	復活兔女郎貝蒂			no_name_match
f_10131	熊孩子东东			no_name_match
f_10132	熊孩子东东			no_name_match
f_10137	擎天神阿特拉斯			no_name_match
f_10143	幽冥引路人目连			no_name_match
f_10149	冷斧吴刚			no_name_match
f_10155	禅師普寂			no_name_match
f_10161	火鸡骑士查查			no_name_match
f_10162	火鸡骑士查查			no_name_match
f_10173	聖诞雪精靈瑞絲			no_name_match
f_10174	聖诞雪精靈瑞絲			no_name_match
f_10179	唤魔使徒菲特			no_name_match
f_10185	邪魔仆役			no_name_match
f_10191	生肖使者未羊			no_name_match
f_10197	谜焰绮麗儿			no_name_match
f_10203	萬蝠之母瑪麗			no_name_match
f_10215	铁人羅伯特			no_name_match
f_10216	铁人羅伯特			no_name_match
f_10221	史莱姆國王阿凯			no_name_match
f_10227	瘟疫医生莫尔斯			no_name_match
f_10230	艾蔻			no_name_match
f_10233	生肖守護者巳蛇			no_name_match
f_20005	ARK戰士			no_name_match
f_20011	ARK幻魔			no_name_match
f_20017	ARK工匠			no_name_match
f_20023	ARK刺客			no_name_match
f_20029	ARK道士			no_name_match
f_20035	ARK射手			no_name_match
f_20041	海之守護女神			no_name_match
f_20042	海之守護女神			no_name_match
f_20047	宇宙的覺悟者			no_name_match
f_20048	宇宙的覺悟者			no_name_match
f_20053	降龍之不戒尼			no_name_match
f_20054	降龍之不戒尼			no_name_match
f_20059	進擊的三公主			no_name_match
f_20060	進擊的三公主			no_name_match
f_20065	愛的连线·媒神			no_name_match
f_20066	愛的连线·媒神			no_name_match
f_20071	忠义之靈犬			no_name_match
f_20072	忠义之靈犬			no_name_match
f_20077	欧布莱特			no_name_match
f_20078	欧布莱特			no_name_match
f_20083	十文字茜			no_name_match
f_20089	卡尔娜			no_name_match
f_20090	卡尔娜			no_name_match
f_20095	卡洛斯			no_name_match
f_20096	卡洛斯			no_name_match
f_20101	梅琳妲			no_name_match
f_20102	梅琳妲			no_name_match
f_20107	紫帝			no_name_match
f_20108	紫帝			no_name_match
f_20113	席尔伍德			no_name_match
f_20114	席尔伍德			no_name_match
f_20119	席琳娜			no_name_match
f_20120	席琳娜			no_name_match
f_20125	闪电之天界王			no_name_match
f_20126	闪电之天界王			no_name_match
f_20131	黑暗之冥神			no_name_match
f_20132	黑暗之冥神			no_name_match
f_20137	惡作剧的愛神			no_name_match
f_20138	惡作剧的愛神			no_name_match
f_20143	智慧的女戰神			no_name_match
f_20144	智慧的女戰神			no_name_match
f_20149	礁影权杖姬			no_name_match
f_20150	礁影权杖姬			no_name_match
f_20155	闪耀的光之王			no_name_match
f_20156	闪耀的光之王			no_name_match
f_20161	创世太陽神			no_name_match
f_20162	创世太陽神			no_name_match
f_20167	風暴之神			no_name_match
f_20168	風暴之神			no_name_match
f_20173	冥界判官			no_name_match
f_20174	冥界判官			no_name_match
f_20179	亡靈引导者			no_name_match
f_20185	亡者的守護神			no_name_match
f_20191	火眼的貓女神			no_name_match
f_20192	火眼的貓女神			no_name_match
f_20197	第六天魔王织田信長			no_name_match
f_20198	第六天魔王织田信長			no_name_match
f_20203	东照大权現德川家康			no_name_match
f_20204	东照大权現德川家康			no_name_match
f_20209	甲斐之虎武田信玄			no_name_match
f_20210	甲斐之虎武田信玄			no_name_match
f_20215	越後之龍上杉谦信			no_name_match
f_20216	越後之龍上杉谦信			no_name_match
f_20221	独眼龍伊达政宗			no_name_match
f_20222	独眼龍伊达政宗			no_name_match
f_20227	戰國第一兵真田幸村			no_name_match
f_20228	戰國第一兵真田幸村			no_name_match
f_20230	冰帝伊米尔			no_name_match
f_20231	冰帝伊米尔			no_name_match
f_21005	20E之星小天使			no_name_match
f_21011	20E之星小惡魔			no_name_match
f_21017	贞德			no_name_match
f_21018	贞德			no_name_match
f_21023	亞特弥			no_name_match
f_21024	亞特弥			no_name_match
f_21029	阿九			no_name_match
f_21030	阿九			no_name_match
f_21077	愛麗絲			no_name_match
f_21078	愛麗絲			no_name_match
f_21083	小紅帽			no_name_match
f_21084	小紅帽			no_name_match
f_21095	進擊之盾劳伦斯			no_name_match
f_21096	進擊之盾劳伦斯			no_name_match
f_21101	胜利之劍尼曼			no_name_match
f_21102	胜利之劍尼曼			no_name_match
f_21107	退魔之拳西蒙			no_name_match
f_21108	退魔之拳西蒙			no_name_match
f_21113	神愈之槍埃尔			no_name_match
f_21114	神愈之槍埃尔			no_name_match
f_21119	假日貓女索瑪麗			no_name_match
f_21120	假日貓女索瑪麗			no_name_match
f_21131	聖殿骑士sinon			no_name_match
f_21132	聖殿骑士sinon			no_name_match
f_21137	悠久之風的fanie			no_name_match
f_21138	悠久之風的fanie			no_name_match
f_21143	欺诈女巫麗奥娜			no_name_match
f_21144	欺诈女巫麗奥娜			no_name_match
f_21149	火炮葛琳			no_name_match
f_21150	火炮葛琳			no_name_match
f_21155	槍火大師蕾娜			no_name_match
f_21156	槍火大師蕾娜			no_name_match
f_21167	SKYgunner			no_name_match
f_21173	SKYshaman			no_name_match
f_21179	SKYassassin			no_name_match
f_21185	SKYpriest			no_name_match
f_21191	顽固的死亡骑兵			no_name_match
f_21192	顽固的死亡骑兵			no_name_match
f_21197	天槍骑士Lumineers			no_name_match
f_21198	天槍骑士Lumineers			no_name_match
f_21203	欺诈女巫麗奥娜EX			no_name_match
f_21204	欺诈女巫麗奥娜EX			no_name_match
f_21209	聖诞夜的Chalon			no_name_match
f_21210	聖诞夜的Chalon			no_name_match
f_21215	Myconid			no_name_match
f_21216	Myconid			no_name_match
f_21221	Fran			no_name_match
f_21227	疾風劍瑪麗塔EX			no_name_match
f_21228	疾風劍瑪麗塔EX			no_name_match
f_21233	貓劍聖EX			no_name_match
f_21234	貓劍聖EX			no_name_match
f_21239	貓女三姐妹來生泪			no_name_match
f_21240	貓女三姐妹來生泪			no_name_match
f_21246	貓女三姐妹瞳愛			no_name_match
f_21275	森林的守護者Kay			no_name_match
f_21276	森林的守護者Kay			no_name_match
f_21287	公主骑士伊尔			no_name_match
f_21288	公主骑士伊尔			no_name_match
f_21293	王家之盾埃德娜			no_name_match
f_21294	王家之盾埃德娜			no_name_match
f_21305	萝莉巨魔			no_name_match
f_21306	萝莉巨魔			no_name_match
f_21323	火龍劍士			no_name_match
f_21324	火龍劍士			no_name_match
f_21329	冰龍射手			no_name_match
f_21330	冰龍射手			no_name_match
f_21335	电龍戰士			no_name_match
f_21336	电龍戰士			no_name_match
f_21341	火龍劍士			no_name_match
f_21342	火龍劍士			no_name_match
f_21347	冰龍射手			no_name_match
f_21348	冰龍射手			no_name_match
f_21353	电龍戰士			no_name_match
f_21354	电龍戰士			no_name_match
f_21359	雅典娜之像			no_name_match
f_21360	雅典娜之像			no_name_match
f_21365	真理探求者AL			no_name_match
f_21366	真理探求者AL			no_name_match
f_21372	实验體九号			no_name_match
f_21389	精靈贵族羅薩			no_name_match
f_21390	精靈贵族羅薩			no_name_match
f_21395	泳装天使			no_name_match
f_21396	泳装天使			no_name_match
f_21401	特设天使			no_name_match
f_21402	特设天使			no_name_match
f_21431	獸人新娘			no_name_match
f_21432	獸人新娘			no_name_match
f_21437	SKY新娘			no_name_match
f_21443	圖尔冈BB			no_name_match
f_21444	圖尔冈BB			no_name_match
f_21449	瑪麗塔BB			no_name_match
f_21450	瑪麗塔BB			no_name_match
f_21455	零零BB			no_name_match
f_21456	零零BB			no_name_match
f_21479	布琳希儿			no_name_match
f_21480	布琳希儿			no_name_match
f_21491	天照			no_name_match
f_21492	天照			no_name_match
f_21497	露娜EX			no_name_match
f_21498	露娜EX			no_name_match
f_21503	辉夜姫			no_name_match
f_21504	辉夜姫			no_name_match
f_21509	月兔卯卯			no_name_match
f_21510	月兔卯卯			no_name_match
f_21515	紅木乃伊			no_name_match
f_21516	紅木乃伊			no_name_match
f_21527	南瓜魔女EX			no_name_match
f_21528	南瓜魔女EX			no_name_match
f_21533	冥王			no_name_match
f_21534	冥王			no_name_match
f_21539	黑王妃			no_name_match
f_21540	黑王妃			no_name_match
f_21551	霜雷之心EX			no_name_match
f_21552	霜雷之心EX			no_name_match
f_21557	卖火柴的小女孩			no_name_match
f_21558	卖火柴的小女孩			no_name_match
f_21563	聖诞服装			no_name_match
f_21564	聖诞服装			no_name_match
f_21569	月亮女神阿提奈斯			no_name_match
f_21570	月亮女神阿提奈斯			no_name_match
f_21575	聖诞萝莉巨魔			no_name_match
f_21576	聖诞萝莉巨魔			no_name_match
f_21593	黑耀Beatrix			no_name_match
f_21594	黑耀Beatrix			no_name_match
f_21599	冰雪衝锋詹姆			no_name_match
f_21600	冰雪衝锋詹姆			no_name_match
f_21605	冰雪之槍妮可			no_name_match
f_21606	冰雪之槍妮可			no_name_match
f_21611	冰雪劍迦羅娜			no_name_match
f_21612	冰雪劍迦羅娜			no_name_match
f_21617	冰雪之镜			no_name_match
f_21618	冰雪之镜			no_name_match
f_21623	冰雪荆棘丛			no_name_match
f_21624	冰雪荆棘丛			no_name_match
f_21647	劍聖艾拉EX			no_name_match
f_21648	劍聖艾拉EX			no_name_match
f_21653	狙殺大師汉娜EX			no_name_match
f_21654	狙殺大師汉娜EX			no_name_match
f_21659	情人节萝莉巨魔			no_name_match
f_21660	情人节萝莉巨魔			no_name_match
f_21665	恋愛惡魔巧克莉			no_name_match
f_21666	恋愛惡魔巧克莉			no_name_match
f_21677	巧克力汉娜			no_name_match
f_21678	巧克力汉娜			no_name_match
f_21683	巧克力莱杰			no_name_match
f_21684	巧克力莱杰			no_name_match
f_21689	巧克力茱蒂			no_name_match
f_21690	巧克力茱蒂			no_name_match
f_21713	樱花艾拉			no_name_match
f_21714	樱花艾拉			no_name_match
f_21719	樱花菲莉			no_name_match
f_21720	樱花菲莉			no_name_match
f_21749	羅密欧EX			no_name_match
f_21750	羅密欧EX			no_name_match
f_21773	闪电迪伦			no_name_match
f_21774	闪电迪伦			no_name_match
f_21779	悠久之音穆特			no_name_match
f_21780	悠久之音穆特			no_name_match
f_21810	飛劍			no_name_match
f_21827	巾帼英雄（日文版）			no_name_match
f_21828	巾帼英雄（日文版）			no_name_match
f_21833	小個子雅戈			no_name_match
f_21834	小個子雅戈			no_name_match
f_21839	飛空小坦克			no_name_match
f_21840	飛空小坦克			no_name_match
f_21857	梅雨席尔瓦			no_name_match
f_21858	梅雨席尔瓦			no_name_match
f_21870	光力天使			no_name_match
f_21917	自來也			no_name_match
f_21918	自來也			no_name_match
f_21923	自來也的影子			no_name_match
f_21924	自來也的影子			no_name_match
f_21935	沙滩守護者温蒂			no_name_match
f_21936	沙滩守護者温蒂			no_name_match
f_21941	玉藻前			no_name_match
f_21942	玉藻前			no_name_match
f_21977	火焰女郎EX			no_name_match
f_21978	火焰女郎EX			no_name_match
f_21980	無瑕飛劍			no_name_match
f_21981	法则碎片			no_name_match
f_21982	烬蝶			no_name_match
f_21987	雲骑士			no_name_match
f_21988	月靈			no_name_match
f_21989	海神分身			no_name_match
f_21990	芬里尔之狼			no_name_match
f_21991	烏鸦雾尼			no_name_match
f_11005	快玩靈猴			no_name_match
f_11011	多玩YY熊			no_name_match
f_11017	腹黑AC娘			no_name_match
f_11023	Vector			no_name_match
f_11029	夏深			no_name_match
f_11047	哈梅林的吹笛手			no_name_match
f_11053	地精炸彈Chucka			no_name_match
f_11059	撕裂者格林			no_name_match
f_11065	狂欢女王			no_name_match
f_11071	高階火焰魔女			no_name_match
f_11083	诅咒黑巫師			no_name_match
f_11089	風神			no_name_match
f_11095	元素神			no_name_match
f_11101	形变者洛基			no_name_match
f_11107	粉碎者托尔			no_name_match
f_11113	赫尔			no_name_match
f_11119	伊登			no_name_match
f_11125	世界之树			no_name_match
f_11131	黑胡子船長			no_name_match
f_11132	黑胡子船長			no_name_match
f_11137	杰克船長			no_name_match
f_11138	杰克船長			no_name_match
f_11143	安妮邦尼			no_name_match
f_11144	安妮邦尼			no_name_match
f_11149	瑪莉			no_name_match
f_11155	克劳斯			no_name_match
f_11156	克劳斯			no_name_match
f_11161	克劳斯			no_name_match
f_11162	克劳斯			no_name_match
f_11210	愛神阿佛洛狄忒			no_name_match
f_11216	灰眸女神雅典娜			no_name_match
f_11222	阿喀琉斯			no_name_match
f_11234	潘			no_name_match
f_11247	牛头怪			no_name_match
f_11306	诡计之神洛基			no_name_match
f_11312	雷神托尔			no_name_match
f_11318	愛神芙蕾雅			no_name_match
f_11372	荷鲁斯			no_name_match
f_11378	哈索尔			no_name_match
f_11390	阿努比斯			no_name_match
f_11402	艾西斯			no_name_match
f_11408	赛特			no_name_match
f_11420	安荷			no_name_match
f_11426	塞克迈特			no_name_match
f_11432	安穆凯			no_name_match
f_11450	孔斯			no_name_match
